devices,user_count
Samsung SM-G930AZ Galaxy S7,19
Samsung SM-J320N0 Galaxy J3 Duos,19
Samsung SM-N9002 Galaxy Note 3,19
Sharp S1 Android One S1,19
Sony SO-02E Xperia Z SO-02E for DoCoMo,19
Sony SOV35 Xperia XZs SOV35 for KDDI,19
Symphony E60,19
Taiwan Amazing A5S,19
Vodafone VFD 100,19
Vodafone VFD 1100 Tab Mini 7,19
Walton Primo E7 Plus,19
Walton Primo GF,19
Zen Sonic Bolt,19
ZTE Blade V8,19
Acer T08 Liquid Zest Plus,18
Alcatel 4060O Streak,18
Alcatel 6055B Idol 4,18
Alcatel ONE TOUCH 7041D POP C7,18
Alcatel OT-5042A One Touch POP 2,18
Alcatel OT-A564C One Touch Pop Icon,18
Ampe A75,18
Asus P01Z Zenpad C 7.0,18
Cherry Mobile Flare 4,18
Condor PGN-403,18
dtac Phone M2,18
Elephone P8000,18
HTC HTCD200LVW Desire 626,18
HTC HTV31 J Butterfly,18
HTC M9 0PJA10 One M9,18
HTC PM63100 One X+,18
Huawei BAC-L22 Nova 2 Plus,18
Huawei G730-U30 Ascend G730,18
Huawei PRA-AL00 Honor 8 Lite,18
Huawei VTR-AL00 P10,18
iBall Andi5S Cobalt3,18
Infinix X506 Infinix Zero,18
Intex Aqua 3G+,18
Intex Cloud Y12,18
Lava iris 565,18
Leagoo Elite 5,18
Leagoo Z5,18
Lenovo A1000-F,18
Lenovo ZUK Z2121 ZUK Z2 Pro,18
LG D625 G2 Mini,18
LG D722J G3 Beat,18
LG F750K X Power,18
LG LG-F490L G3,18
LG US990 G3,18
LG V700 G Pad 10.1,18
LG VS980 4G G2,18
Micromax A58 Bolt,18
Micromax A88,18
Motorola XT1521 Moto E (2nd Gen),18
Nvidia Shield Tablet K1,18
Polytron W7451,18
Samsung SCH-R970 Galaxy S4,18
Samsung SCV37 Galaxy Note8 SCV37 for KDDI,18
Samsung SHW-M570S Galaxy Core Advance,18
Samsung SM-G360AZ Galaxy Core Prime,18
Samsung SM-G900R7 Galaxy S5,18
Samsung SM-G930R6 Galaxy S7,18
Samsung SM-J320VPP Galaxy J3 Duos,18
Samsung SM-J330L Galaxy J3 2017,18
Samsung SM-P550 Galaxy Tab A 9.7,18
Samsung SM-T2105 Galaxy Tab 3 Kids,18
Samsung SM-T533 Galaxy Tab 4 8.0,18
Sony E2124,18
Sony LT30p Xperia T,18
Spice Xlife M46Q,18
Spice Xlife_520HD,18
Symphony E78,18
Symphony W128 Xplorer W128,18
Turk Telekom TT175,18
Vestel V3 5070,18
Videocon Z40Lite+ Infinium Z40 Lite +,18
Videocon Z50 Quad Videocon Infinium,18
Walton Primo GH4,18
Winds Grace V Plus,18
X-BO V15,18
Xillion Xone M300,18
Xolo Q600 Club,18
Alcatel 4013M One Touch Pixi 3 (4),17
Alcatel 5056X Pop 4+,17
Alcatel ONE TOUCH 4009F Pixi 3 (3.5),17
Alcatel ONETOUCH 4024D Pixi First,17
Blackview A5,17
Celkon Everest Millennia Everest,17
DOOGEE T5,17
Evercoss AT1A,17
Evercoss AT7S,17
Gaba A1-STORM,17
Hitech Air A2,17
Hotwav Venus X14,17
Huawei Ascend G7-L01 Ascend G7,17
Huawei BLN-AL10 Honor 6X,17
Huawei G620-L72 Ascend,17
Huawei G7-L11 Ascend G760-L11,17
Huawei G730-C00 Ascend G730,17
Huawei MediaPad M1 8.0,17
Huawei MT2L03 Ascend Mate 2,17
Huawei TAG-L03 Enjoy 5S,17
iBall Andi 4.5-K6,17
iBall Andi4.5D Royale,17
Intex Aqua_Eco_3G,17
Karbonn A99i,17
Kata M2L,17
Kyocera C6740N Hydro Wave,17
Kyocera KYV35 Torque G02,17
Lava iris Atom2,17
Lenovo K1,17
Lenovo TB-X704F Tab4 10 Plus,17
LG E425 Optimus L3 II,17
LG H443 Escape2,17
LG L41C/V100 ULTIMATE 2,17
LG L57BL Rebel 2,17
LG LGM-X600K Q6,17
LG LS665 Tribute 2,17
Likuid L1-Flyer,17
Micromax A37 Bolt,17
Obi S551 Obi Hornbill,17
Prestigio PSP3530DUO Muze D3,17
QMobile VITA S Q Vita S,17
Quanta AQT80,17
Samsung GT- I9080L Galaxy Grand,17
Samsung GT-i9158V Galaxy Mega Plus 4G,17
Samsung GT-I9195L Galaxy S4 Mini,17
Samsung GT-I9600 Galaxy S5,17
Samsung GT-N8020 Galaxy Note 10.1 LTE,17
Samsung SCH-I879 Galaxy Grand,17
Samsung SGH-T989 Galaxy SII,17
Samsung SM-A500S Galaxy A5,17
Samsung SM-A510S Galaxy A5 2016 Duos,17
Samsung SM-G313MU Galaxy Ace NXT,17
Samsung SM-G361HU Galaxy Core Prime,17
Samsung SM-G920 Galaxy S6,17
Samsung SM-N935S Galaxy Note FE,17
Samsung SM-T255S Galaxy W,17
Samsung SM-T536 Galaxy Tab 4 Advanced 10.1,17
SGP Technologies BP1 Blackphone,17
Swipe Marathon,17
Tecno 7C,17
Tecno Y6,17
Videocon Infinium Z50Q Star,17
Videocon Z50 Nova Videocon Infinium,17
Vodafone VF685 Smart Kicka,17
Vodafone VFD 900 Smart Platinum 7,17
Wileyfox Swift,17
XTOUCH X403,17
Ziox Astra 4G,17
ZTE N9100 Force,17
ZTE N9130 Speed,17
ZTE Z716BL Citrine LTE,17
AIS Iris 800 LAVA 5.0,16
Alcatel 5015E Pixi 3(5),16
Alcatel 7048X One Touch Go Play LTE,16
Alcatel Astro OneTouch Pop Astro,16
Alcatel OT-4030D S-POP,16
ArgomTech S100,16
Asus 002A Zenfone AR ZS571KL,16
Asus ME172V MeMO Pad ME172V,16
Asus Z01BDC Zenfone 3 Laser,16
BenQ B502 SA,16
BGH Joy V6,16
BlackBerry STV100-2 Priv,16
Blackview BV2000s,16
Bmobile AX920,16
BQ Aquaris E4.5,16
CAT S40,16
Elephone P9000,16
Explay Sky,16
G-Five President Smart A98,16
HTC 2PQ93 One A9,16
HTC HTC6525LVW One M8,16
HTC HTC6545LVW 10,16
HTC U11 life,16
Huawei A01L MediaPad M2 10.0,16
Huawei EVA-AL00 P9 Premium Edition,16
Huawei FRD-L14 Honor 8,16
Huawei VKY-AL00 P10 Plus,16
Huawei Y530-U051 Ascend Y530-U051,16
iBall 3G 7334i Slide 3G 7334i,16
iBall 3G Q27,16
iBall Andi Uddaan,16
iBall Andi4 ARC,16
Idea Ultra,16
itel A31,16
Karbonn A26,16
Karbonn Titanium S9,16
KDDI SOL21 Xperia VL,16
Lava Iris 456,16
Lenovo 1050L YOGA Tablet 2-1050L,16
Lenovo K50-t3s K3 Note,16
Lenovo PB2-690M Phab2 Pro,16
LeTV X900 Le Max,16
LG F350S G Pro 2,16
LG F400K G3,16
LG H700 X Venture,16
LG LGLS751 G4,16
LG LS660 Tribute,16
LG LS980 G2,16
LG LS996 G Flex 2,16
LG LS998 V30+,16
LG MS395 Optimus F60,16
LG VS810PP Transpyre,16
LG VS996 V30,16
Luna TG-L800S,16
M-tech Ace7,16
Micromax A37B,16
Micromax A69 Bolt,16
Motorola XT1045 Moto G LTE,16
Multilaser MS60,16
Nextbook NX16A8116K Ares 8A,16
Pantech IM-A900S Vega Secret Up,16
Penta WS1001Q,16
PLDT Telpad QS,16
RCA RCT6203W46,16
Samsung GT-N5120 Galaxy Note 8.0,16
Samsung GT-S7392L Galaxy Trend,16
Samsung SGH-I337Z Galaxy S4,16
Samsung SM-A3000 Galaxy A3,16
Samsung SM-A720S A7 (2017),16
Samsung SM-G313M Galaxy Ace NXT,16
Samsung SM-G357M Ace Style,16
Samsung SM-G3812 Galaxy Win Pro,16
Samsung SM-N9007 Galaxy Note 3,16
Samsung SM-T567V Galaxy Tab E,16
Sharp 507SH Aquos 507SH,16
Sharp SH-01K AQUOS sense SH-01K for DoCoMo,16
Sharp SHV40 AQUOS sense SHV40 for KDDI,16
Smartfren New Andromax-i,16
Sony 402SO Xperia Z4,16
Spice Mi-501,16
Symphony Explorer W22,16
Tecno DP7CPRO DroiPad 7C Pro,16
Tecno P701 DroiPad 7D,16
Videocon Z45 Nova Videocon Infinium,16
Vivo Y51A,16
Walton Primo_EF5,16
ZTE Grand X IN,16
ZTE T320 Blade GF3,16
ZTE T617 Blade D Lux,16
ZTE Z933 Grand X,16
Alcatel 4009A Pixi 3 (3.5),15
Alcatel 4015A One Touch Pop C1,15
Alcatel 4034G Pixi 4 (4),15
Alcatel 5095K Pop 4S,15
Alcatel 8080 Pixi 3 (10),15
Alcatel 9008A A3 XL,15
Amazon KFARWI Fire HD 6 (4th Gen),15
Asus Z01KDA ZENFONE 4 ZE554KL,15
Blackview A8 MAX,15
BLU Studio G,15
BQ Edison 3 Edison 3,15
Casper VIA E2,15
Celkon Millennia Q519 Plus,15
Cherry Mobile Flare J1 mini,15
DOOGEE X10,15
Firefly Mobile AURII Vivid,15
Gionee Ctrl V3,15
GTab P7072G,15
HCL Connect-V3 ME Connect-V3,15
HOMTOM HT17Pro,15
HTC 620u Desire 620,15
HTC D610x Desire,15
HTC D830x Desire 830,15
Huawei C8816,15
Huawei CAM-L32 Y6 II,15
Huawei CHC-U23 G Play Mini,15
Huawei KIW-AL10 Honor 5X,15
Huawei KOB-W09 MediaPad T3 8.0,15
Huawei Mediapad 7 Vogue,15
Huawei T1-A21w MediaPad,15
Huawei Y360-U82 Y3 Lite,15
Huawei Y625-U43 Ascend Y625,15
iBall Slide Brillante,15
InnJoo Fire3 Pro LTE,15
Intex Aqua N15,15
itel it1702,15
Karbonn A12*,15
Karbonn Alfa A90 3G,15
Karbonn S1 Titanium S1,15
Lanix Ilium LT500,15
Lanix Ilium LT510,15
Lenovo A7-30D TAB 2,15
Lenovo K10e70,15
Lenovo P90,15
Lenovo YT3-X90L Yoga Tab 3 Pro 10,15
LG D170 L40 Dual,15
LG D373 L80,15
LG D405 L90,15
LG D631 G Pro2 Lite,15
LG E415f Optimus L1 II,15
LG E467f Optimus L4 II,15
LG F470K G3 Beat,15
LG F500S G4,15
LG F800S V20,15
LG H221AR Kite,15
LG H961N V10,15
LG LGUS992 G5,15
LG V520 G Pad X 8.0,15
LG VS450PP Optimus Exceed 2,15
LG X190 Ray,15
Maxtron Venus,15
Meizu MX4,15
myPhone MY35,15
myPhone my87 DTV,15
OPPO R8113 Piano,15
OPPO R8206 R1x,15
Pantech IM-A890K Vega Secret Note,15
Pantel Penta WS704Q Ultra Penta T-Pad WS704Q Ultra 4G,15
QMobile L15 Linq L15,15
RCA RCT6873W42M Voyager Pro,15
Reconnect RPTPE0801,15
Samsung G800Y S5 Mini LTE-A,15
Samsung GT-I9507 Galaxy S4 TDD LTE,15
Samsung GT-S6790 Galaxy Fame Lite,15
Samsung SC-01H Galaxy Active Neo,15
Samsung SGH-I527 Galaxy Mega 6.3,15
Samsung SM-G850M Galaxy Alpha,15
Samsung SM-G900T1 Galaxy S5,15
Samsung SM-G928L Galaxy S6 Edge Plus,15
Samsung SM-N750S Galaxy Note 3 Neo,15
Samsung SM-N9008 Galaxy Note 3,15
Samsung SM-T217A Galaxy Tab 3 7.0,15
Sony D6643 Xperia Z3,15
Sony E6683 Xperia Z5 Dual Sim,15
Sony SGP521 Xperia Z2 Tablet,15
Sony Xperia SGP312,15
Tecno J5,15
Tecno N9S,15
Touchmate TM-MID793,15
UMI SUPER,15
Vivo X7,15
Wiko Highway 4G,15
Xolo Q600,15
Zen U506 Pro,15
ZOPO ZP330 Color C,15
ZTE Blade A465,15
ZTE Blade L0510 Blade L5 Plus,15
Acer B1-780 Iconia One 7 (2016),14
Acer B1-810 Iconia One 8,14
Advan E3A,14
Alcatel 4009X Pixi 3 (3.5),14
Alcatel 4027n Pixi 3,14
Alcatel 5054S ONE TOUCH POP 3 5.5,14
Alcatel OT-4033A Pop C3,14
Alcatel OT-P310A One Touch POP 7,14
BlackBerry BBB100-1 Keyone,14
Blackview BV6000S,14
BLU VIVO XL,14
Casper VIA M2,14
Casper Via V5,14
Condor PGN-506 C7,14
Condor TFX-708G,14
Cubot Max,14
FREETEL FTJ161B Samurai Rei,14
General Mobile Discovery II,14
HCL Me Sync 1.0 ME Tablet U3,14
Hisense U601S,14
Hisense U989 Inifinity,14
HOMTOM HT17,14
HTC D820mu HTC Desire 820 mini,14
Huawei BLN-AL20 Honor 6X,14
Huawei BTV-W09 MediaPad M3,14
Huawei C8813D,14
Huawei CAN-L12 Nova,14
Huawei FDR-A01L,14
Huawei G6-U00 Ascend G6-L11,14
Huawei G610-U15 Ascend,14
Huawei P6-U06,14
iBall Andi 5.5N2,14
iBall Slide Stellar A2,14
IMO S50,14
Intex Aqua R4+,14
Karbonn A52+,14
Kyocera C6745 Hydro Air,14
Leagoo Alfa 4,14
Lenovo A2010-1 A2010,14
Lenovo A3500-H Tab A7-50,14
Lenovo B8080-H IdeaPad,14
Lenovo YT3-X90F Yoga Tab 3 Pro 10,14
LG D280,14
LG E410F Optimus L1 II,14
LG E470f Optimus L4 II Tri,14
LG F200 Optimus Vu II,14
LG F800K V20,14
LG L53BL X Style,14
LG LG-AS330 K7,14
LG LG-F500K G4,14
LG LGAS992 G5,14
LG LGL33L Sunset,14
LG LGM-K120S X300,14
LG LGUS375 Phoenix 2,14
LG US991 G4,14
LG X165g Max,14
OPPO R8001 R1K,14
OPPO R827T,14
Pantech IM-A870L Vega Iron,14
Philips S307 Xenium S307,14
QMobile A35 Noir,14
Quanta QTAIR7 Ellipsis 10,14
Rivo Rhythm RX60,14
Samsung 404SC Galaxy S6,14
Samsung EK-GC100 Galaxy Camera,14
Samsung GT-I8150 Galaxy W,14
Samsung GT-I9197 Galaxy S4 Mini,14
Samsung GT-I9300 SPH-L710T Galaxy S III,14
Samsung GT-S5310B Galaxy Pocket Neo,14
Samsung GT-S7390L,14
Samsung GT-S7580L Trend Plus,14
Samsung SCH-I747M Galaxy S III,14
Samsung SHW-M250S GALAXY S II (SKT),14
Samsung SM-A510K Galaxy A5 2016 Duos,14
Samsung SM-G850FQ Galaxy Alpha,14
Samsung SM-G9287C Galaxy S6 Edge Plus,14
SFR STARNAUTE 4,14
Sharp SH-02G Disney Mobile on docomo SH-02G for DoCoMo,14
Sony C6943 Xperia Z1,14
Sony H3113 Xperia XA2,14
Sony SO-01J Xperia XZ SO-01J for DoCoMo,14
Sony SOV36 Xperia XZ1 SOV36 for KDDI,14
Spice Mi 503,14
Spice Mi-507 Stellar Mi-507,14
Vestel Venus V4,14
Vivo X9,14
Vivo X9i,14
Wiko Ridge Fab 4G,14
Wileyfox Swift 2 Plus,14
Xiaomi gucci,14
Xolo Q700,14
YES M651G Altitude 2,14
Zen Admire Fab Q,14
ZTE Blade A601,14
ZTE Kis 3 Max,14
ZTE N939St V5 Pro,14
Acer G100W G100W,13
Alcatel 4027A Pixi 3 (4.5),13
Alcatel 9003A One Touch Pixi 4 7.0 3G,13
Alcatel ONE TOUCH 7042A Pop C7+,13
Archos 55 Diamond Selfie,13
Asiafone Cheetah AF9900,13
Asus P008,13
Asus T004 Padfone Infinity 2,13
Asus Z00TD Zenfone 2 Laser,13
Bepa F900,13
BLU STUDIO M HD,13
BQ Aquaris M10,13
Celkon Millennia Hero,13
Celkon Q550 Millennia Epic,13
Condor PGN-404 C7 Mini,13
Cubot Dinosaur,13
DOOGEE X7,13
Ellipsis QMV7b,13
Evercoss A5V,13
Evercoss AT7A Winner S,13
Fly FS502 Cirrus 1,13
Hisense HS-U961 Pure 1 Mini,13
Hitech AIR A6,13
HTC 2PST1 Desire 530,13
HTC 2PYB2 Bolt,13
HTC D160LVW Desire 530,13
HTC D626w Desire 626,13
HTC HTCD200LVWPP Desire 626 (USA),13
HTC m9pw One M9+,13
Huawei G620S-L03 Ascend G620S,13
Huawei H710VL Sensa,13
Huawei KNT-AL20 Honor V8,13
Huawei Y520-U03 Ascend Y520,13
iBall 7236 3G17 iBall Slide,13
iBall Andi5 Stallion,13
iBerry Auxus Beast,13
Intex Aqua Curve,13
Intex Aqua Wave,13
Intex Cloud N IPS,13
Karbonn A25+,13
Karbonn Titanium S99,13
Kyocera C6530N Hydro Life,13
Lanix LT500 Ilium LT500,13
Lava Iris 402e,13
Lava Iris 405 Iris 405,13
LeEco LEX720 Le Pro 3,13
Lenovo A5500-H,13
Lenovo A616,13
Lenovo A7-30DC TAB 2,13
Lenovo A816,13
LG D175f L40,13
LG DM-01G Disney,13
LG E450 Optimus L5 II,13
LG E612 Optimus L5,13
LG F160LV Optimus LTE2,13
LG F520K AKA,13
LG F600S V10,13
LG F720L Stylus 2,13
LG H915 V20,13
LG LG-F650L X Screen 4G LTE,13
LG LGM-X600L Q6,13
LG LS620 REALM,13
LG M-G600K G6,13
LG V490 G Pad 7.0,13
LG VS500 K8,13
LG X155 Max,13
Micromax A59 A59 Bolt,13
Mito T777,13
Motorola XT914 Razr D1,13
Motorola XT915 RAZR D1,13
myPhone Agua Rio,13
myPhone my82 DTV,13
Nokia TA-1027 5,13
OPPO N5207 N3,13
Pioneer P80w,13
Prestigio PSP5530DUO Grace Z5,13
QMobile A3 Noir,13
Samsung SC-03J Galaxy S8+,13
Samsung SHV-E120K Galaxy SII HD,13
Samsung SM-G850L Galaxy Alpha,13
Samsung SM-G850W Galaxy Alpha,13
Samsung SM-J320Y Galaxy J3 Duos,13
Samsung SM-P555M Galaxy Tab A 9.7,13
Samsung SM-T375L Galaxy Tab E 8.0,13
Sharp SHV39 AQUOS R SHV39 for KDDI,13
Sony D5316 Xperia T2 Ultra,13
Sony G3421 Xperia XA1 Plus,13
Sony SOL23 Xperia Z1 SOL23 for KDDI,13
Sony Xperia SGP611 Xperia Z3 Tablet Compact,13
Spice Mi-451 Smartflo Poise,13
Spice Mi-496 Coolpad 2,13
Spice Mi-600,13
Spice Xlife-M5 Pro,13
Symphony E58,13
Symphony Xplorer W31,13
Tecno N3,13
TG & Company TG-L900S Luna S,13
ThL T6S,13
Turkcell T80,13
Vestel 5530,13
Videocon Z40Pro Infinium Z40 Pro,13
Vivo Y55A,13
Vodafone 890N Smart 4 Turbo,13
VOX V105,13
Walton Primo NX2,13
Wiko RAINBOW LITE,13
Wileyfox Spark +,13
Xiaomi 2014011 Redmi 1S,13
Xiaomi Mi Pad 2,13
Xolo A510s,13
ZTE Blade V6 Max,13
ZTE N9132 Prestige,13
ZTE T520 Blade L5,13
ZTE X815 Fanfare 2,13
Advan T1K Plus,12
Alcatel 5025D Pop 3 (5.5),12
Alcatel 5025G Pop 3 (5.5),12
Alcatel 6039Y One Touch Idol 3 (4.7),12
Alcatel 7040N Fierce 2,12
Alcatel 8062 One Touch Pixi 4 7.0,12
Alcatel One touch Pixi 3 7 3G 8056,12
Alcatel OT-5042D One Touch POP 2,12
Archos 40 Helium,12
Asus Chromebook Flip C100PA,12
Asus MeMO Pad 7 MeMO Pad 7,12
Asus X550,12
Asus ZE520KL Zenfone 3,12
Asus ZU680KL Zenfone 3 Ultra,12
Blackview E7S,12
BLU Energy X Plus,12
BLUBOO Maya Max,12
Brondi Centurion 3,12
Casper VIA V9,12
Celkon Millennia Spark,12
Cloudfone Ice Plus 2,12
Condor TFX712G,12
dtac Phone S2,12
Echo Holi,12
Eken A90,12
Ellipsis QMV7A,12
Fujitsu F-03G ARROWS Tab F-03G,12
Gigaset QV830,12
Goophone MF353ZP/A,12
HTC 802t One,12
HTC D816t Desire 816,12
HTC HTL21 J Butterfly,12
HTC HTL22 J One,12
Huawei Dtab d-01G,12
Huawei FRD-AL00 Honor 8,12
Huawei G740-L00 Ascend G740,12
Huawei LON-AL00 Mate 9,12
Huawei RIO-AL00 G7 Plus,12
Huawei VNS-L62 Be Y,12
i-mobile IQ 5.8 DTV,12
iBall Andi5Q Cobalt Solus,12
IMO S89,12
InnJoo Fire Plus 3G,12
InnJoo Halo,12
Intex Aqua 3X,12
Intex Aqua I-5,12
itel IT1503,12
K-Fone OLA,12
Karbonn A5 A5 Turbo,12
Karbonn A5S,12
Karbonn A91 Power Alfa A91 Power,12
Karbonn S20 Titanium S20,12
Karbonn Titanium S15 Ultra,12
KingSing K2,12
Kyocera E6782 Brigadier,12
Lava Iris 350m,12
Lava Iris 402,12
Lava Iris Fuel 20,12
Lava Iris Pro 30P,12
Leagoo Lead 4,12
LeEco LEX622,12
Lenovo LePad,12
Lenovo TB3-730F Tab3 7 Tablet,12
LG D285 L65 Dual,12
LG D315 F70 LTE,12
LG E420 Optimus L1 II,12
LG F240S Optimus G Pro,12
LG F300K Vu III,12
LG H525 G4C,12
LG H636 G Stylo,12
LG H740 G Vista 2,12
LG LG-F690S X Cam 4G LTE,12
LG LGM-X600S Q6,12
LG LGUS110 LG K3 2017,12
LG LGUS610 X Power,12
LG p875h Optimus F5,12
LG V490/V1.0 LG G Pad 8.0 LTE,12
LG V530 G Pad X2 8.0 Plus,12
LG X150 Bello II,12
Maxx AXD21 Maxx MSD7,12
Micromax A115 Canvas 3D,12
Micromax P660 Canvas Breeze Tab P660,12
Mobiistar LAI Zumbo J,12
Mtech Turbo L5,12
Onida i502,12
OPPO A57t,12
OPPO F1,12
Oukitel U22,12
Panasonic P51,12
Penta WS707C,12
Posh Mobile S400A Pegasus,12
QMobile M90,12
QMobile Z8,12
Samsung GT-I9192I Galaxy S4 Mini,12
Samsung GT-S5312B Galaxy Pocket Neo,12
Samsung SCL24 Galaxy Note Edge,12
Samsung SHV-E120L Galaxy S II HD,12
Samsung SHV-E270S Galaxy Grand,12
Samsung SM-G110H Galaxy Pocket 2 Duos,12
Samsung SM-G130BT Galaxy Young 2 Duos,12
Samsung SM-G360GY Galaxy Core Prime,12
Samsung SM-G530R4 Galaxy Grand Prime,12
Samsung SM-N915L Galaxy Note Edge,12
Samsung SM-T375S Galaxy Tab E 8.0,12
Samsung SM-T900 Galaxy Tab Pro 12.2,12
Samsung SPH-D710 Galaxy SII Epic 4G Touch,12
Sony SO-05G Xperia Z4 Tablet WiFi,12
Sony Xperia Z3 Xperia Z3,12
Spice Mi-445 Stellar,12
Spice Mi-492 Stellar Virtuoso Pro+,12
Swipe Ace Strike,12
Symphony Roar A50,12
Tecno C5,12
Tecno WX4 Pro,12
Ulefone Power,12
Vivo X5,12
Walton Primo H3,12
Xgody K10T,12
Xiaomi MI 3C,12
Zen Admire Glam,12
Zen U402 Sport,12
Zen Ultrafone 303qHD,12
ZTE Blade A5 Pro,12
ZTE K90U Zpad,12
ZTE Z936L Lever,12
Acer A500 Picasso,11
Acer Iconia Tab A1-840FHD,11
Acer S57 Liquid Jade Z,11
Advan S3,11
AIS Lava A1 SUPER COMBO LAVA A1,11
Alcatel 4024E Pixi First,11
Alcatel 4034D PIXI 4,11
Alcatel 5017X Pixi 3 (4.5),11
Archos 50e Helium,11
Archos 55 Helium,11
Asus K011 Memo Pad 8,11
Asus P01MA Zenpad S 8.0,11
Asus Z01FD Zenfone 3 Deluxe 5.5 (ZS550KL),11
Asus ZenFone 2E,11
Azumi A35C Lite,11
BLU ADVANCE 4.0 L,11
Casper VIA V8,11
CAT S30,11
Celkon Q405,11
Celkon Q455L,11
CTRONIQ C70S Snook C70S Tablet,11
DOOGEE DG310 VOYAGER2,11
Eurostar ET7182G-HM15,11
Explay Pulsar,11
FREETEL FTJ161A Musashi,11
Fujitsu F-03H arrows SV F-03H,11
General Mobile E-Tab 4,11
Hisense HS-G610 King Kong,11
HP 7 G2,11
HP 7 Plus,11
HTC 0P9C2 Desire 816,11
HTC 0PCV2 Desire 510,11
HTC 2PS64 10,11
HTC Butterfly 2,11
HTC Desire 830,11
Huawei BAH-W09 MediaPad M3 Lite,11
Huawei Che1-CL10 Honor 4X,11
Huawei Che2-TL00 Honor 4X,11
Huawei G620S-L02 Ascend G620S,11
Huawei G7-UL20 Ascend G7,11
Huawei MLA-L01 Nova Plus,11
Huawei MLA-L13 Nova Plus,11
Huawei MT7-TL00 Ascend Mate 7,11
Huawei NEM-AL10 Honor 5C 3GB RAM,11
Huawei RIO-UL00 G7 Plus,11
Huawei VIE-AL10 P9 Plus,11
Huawei Y330-U05 Ascend Y330-U05,11
iBall 3G i80,11
iBall Slide Avonte 7,11
iBall Slide Brace-X1 4G,11
Infinix Infinix S2,11
InnJoo 3,11
Insignia NS-P10A8100 Insignia FLEX,11
Intex Aqua T4,11
Karbonn A2*,11
Karbonn Alfa A112,11
Karbonn ST72,11
Lanix Ilium L910,11
Lava Iris 412 Lava 3G 412,11
Lava Iris 455,11
Lava IvovryS,11
Le Pan TC802A,11
Lenovo A7600,11
Lenovo IdeaTab S6000-F,11
LG F670K K10,11
LG H440 Spirit 4G LTE,11
LG LG-V522 G Pad III,11
LG LGM-X320L X500,11
LG X170fTV Prime II,11
Meizu PRO 6 Plus,11
Micromax EG111,11
Mito A250 Fantasy 2,11
Mobicel SHIFT,11
Nokia TA-1044 5,11
Nomi i5030 Evo X,11
OPPO A33m,11
Orange Neva 80,11
Orange Roya,11
Pantech IM-A870K Vega Iron,11
Pantech IM-A880S Vega LTE-A,11
Philips S358,11
Samsung SGH T599N Galaxy Exhibit,11
Samsung SGH-I467 Galaxy Note 8.0,11
Samsung SM-A300YZ Galaxy A3,11
Samsung SM-G7200 Galaxy Grand 3,11
Samsung SM-J510K Galaxy J5 (2016),11
Samsung SM-N750K Note 3 Neo Duos,11
Samsung SM-N9108V Galaxy Note 4 Duos,11
Samsung SM-T335L Galaxy Tab 4 8.0,11
Samsung SM-T337T Galaxy Tab 4 8.0,11
Samsung SM-T805Y Galaxy Tab S 10.5,11
Sharp 306SH Aquos Crystal,11
Smartfren Andromax SD6D1U Andromax G2,11
SoftBank 506SH Aquos XX3,11
Sony H4311 Xperia L2,11
SonyEricsson ST27i Xperia Go,11
Symphony W66,11
Symphony W72,11
Symphony Xplorer W69,11
Symphony ZIII,11
TCL T-1000,11
Tecno J7,11
Tecno Phantom5,11
ThL T5 T5,11
Videocon A31,11
Videocon Infinium Z40Q Star,11
Vivo X510t Xplay,11
Walton Primo EF,11
Wave WV8-L 8 HD Plus,11
Xiaomi MI 2A,11
Xiaomi MI-1S,11
Xolo A500L,11
Xolo Q900S Win,11
Zen Cinemax1,11
Ziox Astra Prism,11
ZTE Blade Q1,11
ZTE Blade X7,11
ZTE V830W Blade G Lux,11
ZTE Z719DL,11
ZTE Z986DL Max Blue,11
Acer B1-860A Iconia One 8,10
Acer Iconia B1-710,10
Advan S35F,10
Advan S5D,10
Alcatel 5017B Pixi 3 (4.5),10
"Alcatel 5019D One Touch Pixi 3 (4,5)",10
Alcatel 5046G A30,10
Alcatel 7046T One Touch Conquest,10
Alcatel 8070 ONETOUCH PIXI 3 (8),10
Alcatel 9006W OneTouch Pixi 3 (7),10
Allview X3_Soul_Style,10
Archos 50 Platinum 4G,10
Asiafone ASIADROID AF16,10
Asus Fonepad 7,10
Asus K01E Memo Pad 10,10
Asus ME302KL MeMO Pad FHD 10,10
Asus P00J Zenpad Z8s,10
Asus X008DD Zenfone 3 Max,10
BLU Grand XL,10
BLU LIFE ONE,10
BLU STUDIO X PLUS,10
BQ Aquaris A4.5,10
Celkon A107+,10
Celkon Campus Pride,10
Cherry Mobile Flare J1,10
Cherry Mobile Flare S4 Plus,10
Cherry Mobile Q440,10
Condor PGN409 Plume P4,10
Condor PHQ519 Griffe G4S,10
Coolpad 3320A Rogue,10
Cubot Echo,10
DOOGEE HT3,10
Eken W80,10
Haier W860,10
Hitech Air A1,10
Hitech Air A1i Reloaded,10
HOMTOM HT7 Pro,10
HTC 0P6B6 One M8,10
HTC 0PJA10 One M9,10
HTC 2PS6200 10,10
HTC Desire M910x HTC Desire Eye,10
HTC E9x One E9 Dual Sim,10
HTC M8D One M8,10
HTC One M8,10
Huawei BND-L24 Honor 7X,10
Huawei CHM-UL00 Honor Play 4C,10
Huawei EDI-AL10 Honor Note 8,10
Huawei G630 ASCEND G630,10
